station_code,station_name,station_type,state_name,district_name,block_name,basin_name,sub_basin_name,agency_name,date_collection,_24d,_401,SILVER(mg/L),ALUMINIUM,ALDRIN,"ALKALINITY,PHENOLPHTHALEIN(mg/L)",TOTAL ALKALINITY,ARSENIC(mg/l),BORON(mg/L),BARIUM,GAMMA-BHC(BENZENE HEXACHLORIDE),BIOCHEMICAL OXYGEN DEMAND(mg/L),CALCIUM(mg/L),CARBON(14),CADMIUM,CHLOROPHY11-a,CHLORIDE,CYANIDE,CARBONATE(mg/L),FECAL STREPTOCOCCI(MPN/100ml),CHEMICAL OXYGEN DEMAND,COLOUR,CHROMIUM(mg/L),COPPER,DDT,DIELDRIN,DISSOLVED OXYGEN(mg/L),DISSOLVED OXYGEN(mg/L),ALKALINITY(TOTAL),DISSOLVED OXYGEN SATURATION(%),ELECTRICAL CINDUCTIVITY FIELD,ELECTRICAL CONDUCTIVITY(µS/CM) at 25°,ENDOSULPHAN,FLUORIDE,FECAL COLIFORMS(mpn/100ml),IRON(mg/L),CALCIUM HARDNESS(mg/L),TOTAL HARDNESS(mg/L),BICARBONATE(mg/L),MERCURY(mg/L),POTASSIUM(mg/L),MAGNESIUM(mg/L),MANGANESE(mg/L),SODIUM,PERCENT SODIUM,AMMONIA-N(mg/L),NICKEL(mg/L),"NITROGEN,NITRITE","NITROGEN, TOTAL OXIDISED(NO2+NO3)",no3_n,ODOUR,o_po4_p,"NITROGEN,ORGANIC",OXYGEN(18),FLUORANTHENE,LEAD(mg/L),PCB-1242,PH,TOTAL PHENOLS,PH_FIELD,PH,PHOSPHORUS(TOTAL),RADON,RESIDUAL SODIUM CARBONATE,SODIUM ABSORPTION RATIO,SELENIUM(mg/L),SECCHI DEPTH,SILICATE(sio2)(mg/L),SILICATE(sio3),SULPHATE(mg/L),"SOLIDS,SUSPENDED",STRONTIUM,TOTAL COLIFORNS(MPN/100ml),TOTAL DISSOLVED SOLIDS(mg/L),TEMPERATURE,TEST,TOTAL ORGANIC CARBON,TRITIUM,SOLIDS(TOTAL),TURBIDITY(NTU),URANIUM,ZINC(mg/L),"NITROGEN,NITRITE",CALCIUM CARBONATE,MAGNESIUM CARBONATE,BIOCHEMICAL OXYGEN DEAMND,MAGNESIUM HARDNESS
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,02-10-2013 00:00,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0.14,NULL,NULL,1.4,46,NULL,NULL,NULL,12.4,NULL,0,NULL,49.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234,NULL,0.18,7,NULL,544.793,217.917,0,NULL,1,10.5,NULL,9.6,NULL,0.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.7,0.132,NULL,NULL,NULL,NULL,NULL,1.6,NULL,2.1,NULL,NULL,27,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,02-09-2013 00:00,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0.16,NULL,NULL,NULL,49,NULL,NULL,NULL,12.6,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,263,NULL,0.2,7,NULL,609.793,243.917,0,NULL,1.6,15.9,NULL,8.9,NULL,0.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.5,0.122,NULL,NULL,NULL,NULL,NULL,1.4,NULL,2.3,NULL,NULL,33,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,02-08-2013 00:00,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0.18,NULL,NULL,NULL,53,NULL,NULL,NULL,13.6,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,263,NULL,0.16,NULL,NULL,647.708,259.083,0,NULL,0.9,15.3,NULL,6.9,NULL,0.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.5,0.123,NULL,NULL,NULL,NULL,NULL,1.8,NULL,1,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,02-07-2013 00:00,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0.14,NULL,NULL,NULL,54,NULL,NULL,NULL,14.3,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,212,NULL,0.13,7,NULL,655.625,262.25,0,NULL,1.2,14.9,NULL,6.8,NULL,0.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.7,0.145,NULL,NULL,NULL,NULL,NULL,1.9,NULL,1.9,NULL,NULL,60,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,02-06-2013 00:00,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0.13,NULL,NULL,1.5,53,NULL,NULL,NULL,13.4,NULL,0,NULL,84.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213,NULL,0.17,9,NULL,639.583,255.833,0,NULL,1,14,NULL,7.6,NULL,0.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.7,0.165,NULL,NULL,NULL,NULL,NULL,1.3,NULL,1.6,NULL,NULL,12,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,02-05-2013 00:00,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0.12,NULL,NULL,1.5,54,NULL,NULL,NULL,10.1,NULL,0,NULL,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,224,NULL,0.13,7,NULL,658.125,263.25,0,NULL,1.3,15.3,NULL,9.6,NULL,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.6,0.168,NULL,NULL,NULL,NULL,NULL,1.2,NULL,2.3,NULL,NULL,27,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,02-04-2013 00:00,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0.1,NULL,NULL,1.2,57,NULL,NULL,NULL,11.2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,189,NULL,0.12,NULL,NULL,686.875,274.75,0,NULL,1.2,14.9,NULL,7.9,NULL,0.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.5,0.15,NULL,NULL,NULL,NULL,NULL,1.2,NULL,2.4,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,23-08-2021 00:00,NULL,269.3,NULL,NULL,NULL,NULL,93.2,NULL,0.02,NULL,NULL,NULL,34.87,NULL,NULL,NULL,5.97,NULL,3.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.67,NULL,159.5,269.3,NULL,0.22,NULL,NULL,86.95,88.97,113.71,NULL,3.52,2.94,NULL,7.6,NULL,0.11,NULL,0.01,1.67,1.67,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.94,7.45,NULL,NULL,NULL,NULL,NULL,NULL,9,11.4,15.7,NULL,NULL,NULL,161.58,14.9,NULL,NULL,NULL,NULL,5.3,NULL,NULL,NULL,NULL,NULL,1.01,NULL
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,11-08-2021 00:00,NULL,188.8,NULL,NULL,NULL,NULL,97.09,NULL,0.02,NULL,NULL,NULL,29.04,NULL,NULL,NULL,5.03,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.43,NULL,159.4,188.8,NULL,0.36,NULL,NULL,52.05,74.44,122.5,NULL,3.52,6.35,NULL,8.6,NULL,0.01,NULL,0.01,0.9,0.9,NULL,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.86,7.48,NULL,NULL,NULL,NULL,NULL,NULL,9.26,11.73,17.76,NULL,NULL,NULL,188.8,21.6,NULL,NULL,NULL,NULL,6.2,NULL,NULL,NULL,NULL,NULL,2.01,NULL
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,02-08-2021 00:00,NULL,194.2,NULL,NULL,NULL,NULL,63.29,NULL,0.03,NULL,NULL,NULL,19.66,NULL,NULL,NULL,3.94,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.53,NULL,159.2,194.2,NULL,0.34,NULL,NULL,28.59,42.9,77.19,NULL,1.69,3.47,NULL,3.92,NULL,0.03,NULL,0,0.78,0.78,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.65,7.21,NULL,NULL,NULL,NULL,NULL,NULL,9.64,12.21,15.4,NULL,NULL,NULL,117,20.8,NULL,NULL,NULL,NULL,2.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,21-07-2021 00:00,NULL,NULL,NULL,NULL,NULL,NULL,50.05,NULL,0.06,NULL,NULL,NULL,16.85,NULL,NULL,NULL,5.96,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,159.7,174,NULL,NULL,NULL,NULL,44.15,62.37,61.02,NULL,3.44,3.4,NULL,8.66,NULL,0.01,NULL,0.02,0.02,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.51,7.89,0,NULL,NULL,NULL,NULL,NULL,NULL,3.75,21.87,NULL,NULL,NULL,104.16,18.6,NULL,NULL,NULL,NULL,1.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,12-07-2021 00:00,NULL,NULL,NULL,NULL,NULL,NULL,64.06,NULL,0.04,NULL,NULL,NULL,78.11,NULL,NULL,NULL,4.96,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,159.7,164,NULL,NULL,NULL,NULL,56.2,60.24,78.11,NULL,4.91,0.97,NULL,10.88,NULL,0,NULL,0,0.63,0.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.71,7.79,0,NULL,NULL,NULL,NULL,NULL,NULL,2.81,23.57,NULL,NULL,NULL,98.46,19.2,NULL,NULL,NULL,NULL,1.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,01-07-2021 00:00,NULL,231,NULL,NULL,NULL,NULL,56.06,NULL,0.07,NULL,NULL,NULL,22.48,NULL,NULL,NULL,7.94,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.8,NULL,6.2,NULL,231,231,NULL,NULL,NULL,NULL,76.08,90.09,68.35,NULL,0.87,3.4,NULL,3.5,NULL,0.01,NULL,0,1.5,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.44,7.44,0.07,NULL,NULL,NULL,NULL,NULL,NULL,0.09,13.16,NULL,NULL,NULL,139,23.4,NULL,NULL,NULL,NULL,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,21-06-2021 00:00,NULL,183.2,NULL,NULL,NULL,NULL,40.04,NULL,0,NULL,NULL,NULL,21.67,NULL,NULL,NULL,4.25,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.7,NULL,159.2,183.2,NULL,NULL,NULL,NULL,54.05,68.07,48.8,NULL,2.56,3.4,NULL,4.01,NULL,NULL,NULL,0.08,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.31,7.34,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.63,NULL,NULL,NULL,NULL,20.8,NULL,NULL,NULL,NULL,2.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
002-jhelum,Sangam,Surface Water,Jammu & Kashmir,ANANTNAG,ANANTNAG,Indus (Up to border) Basin,Jhelum,CWC,11-06-2021 00:00,NULL,198.3,NULL,NULL,NULL,NULL,48.05,NULL,0,NULL,NULL,NULL,20.87,NULL,NULL,NULL,4.25,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.5,NULL,159.5,198.3,NULL,NULL,NULL,NULL,52.05,62.06,58.56,NULL,2.02,2.43,NULL,4.01,NULL,0.01,NULL,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.02,7.34,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.85,NULL,NULL,NULL,159.5,6.02,NULL,NULL,NULL,NULL,12.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
