station_code,station_name,station_type,state_name,district_name,block_name,basin_name,sub_basin_name,agency_name,date_collection,_24d,_401,SILVER(mg/L),ALUMINIUM,ALDRIN,"ALKALINITY,PHENOLPHTHALEIN(mg/L)",TOTAL ALKALINITY,ARSENIC(mg/l),BORON(mg/L),BARIUM,GAMMA-BHC(BENZENE HEXACHLORIDE),BIOCHEMICAL OXYGEN DEMAND(mg/L),CALCIUM(mg/L),CARBON(14),CADMIUM,CHLOROPHY11-a,CHLORIDE,CYANIDE,CARBONATE(mg/L),FECAL STREPTOCOCCI(MPN/100ml),CHEMICAL OXYGEN DEMAND,COLOUR,CHROMIUM(mg/L),COPPER,DDT,DIELDRIN,DISSOLVED OXYGEN(mg/L),DISSOLVED OXYGEN(mg/L),ALKALINITY(TOTAL),DISSOLVED OXYGEN SATURATION(%),ELECTRICAL CINDUCTIVITY FIELD,ELECTRICAL CONDUCTIVITY(µS/CM) at 25°,ENDOSULPHAN,FLUORIDE,FECAL COLIFORMS(mpn/100ml),IRON(mg/L),CALCIUM HARDNESS(mg/L),TOTAL HARDNESS(mg/L),BICARBONATE(mg/L),MERCURY(mg/L),POTASSIUM(mg/L),MAGNESIUM(mg/L),MANGANESE(mg/L),SODIUM,PERCENT SODIUM,AMMONIA-N(mg/L),NICKEL(mg/L),"NITROGEN,NITRITE","NITROGEN, TOTAL OXIDISED(NO2+NO3)",no3_n,ODOUR,o_po4_p,"NITROGEN,ORGANIC",OXYGEN(18),FLUORANTHENE,LEAD(mg/L),PCB-1242,PH,TOTAL PHENOLS,PH_FIELD,PH,PHOSPHORUS(TOTAL),RADON,RESIDUAL SODIUM CARBONATE,SODIUM ABSORPTION RATIO,SELENIUM(mg/L),SECCHI DEPTH,SILICATE(sio2)(mg/L),SILICATE(sio3),SULPHATE(mg/L),"SOLIDS,SUSPENDED",STRONTIUM,TOTAL COLIFORNS(MPN/100ml),TOTAL DISSOLVED SOLIDS(mg/L),TEMPERATURE,TEST,TOTAL ORGANIC CARBON,TRITIUM,SOLIDS(TOTAL),TURBIDITY(NTU),URANIUM,ZINC(mg/L),"NITROGEN,NITRITE",CALCIUM CARBONATE,MAGNESIUM CARBONATE,BIOCHEMICAL OXYGEN DEAMND,MAGNESIUM HARDNESS
001-SIDGTK,Tarum Chu,Surface Water,Sikkim,NORTH DISTRICT,CHUNGTHANG,Brahamaputra Basin,Brahmaputra Lower,CWC,01-07-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.85,NULL,NULL,NULL,4,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.86,NULL,NULL,29,NULL,0.11,NULL,NULL,NULL,NULL,25.6,NULL,1,0.51,NULL,2.2,NULL,NULL,NULL,NULL,1.92,1.9,NULL,0.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.06,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.02,NULL,NULL,NULL,NULL
001-SIDGTK,Tarum Chu,Surface Water,Sikkim,NORTH DISTRICT,CHUNGTHANG,Brahamaputra Basin,Brahmaputra Lower,CWC,31-01-2021 00:00,NULL,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,4,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56.9,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,0.65,0.65,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.15,NULL,NULL,NULL,31,13,NULL,NULL,NULL,NULL,20.2,NULL,NULL,0,NULL,NULL,NULL,NULL
001-SIDGTK,Tarum Chu,Surface Water,Sikkim,NORTH DISTRICT,CHUNGTHANG,Brahamaputra Basin,Brahmaputra Lower,CWC,01-09-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.9,NULL,NULL,NULL,4.5,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.6,NULL,NULL,35,NULL,0.14,NULL,NULL,NULL,NULL,37.8,NULL,0,0.5,NULL,NULL,NULL,NULL,NULL,NULL,0.13,0.13,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.88,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
001-SIDGTK,Tarum Chu,Surface Water,Sikkim,NORTH DISTRICT,CHUNGTHANG,Brahamaputra Basin,Brahmaputra Lower,CWC,01-10-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.3,NULL,NULL,NULL,5,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.2,NULL,NULL,31,NULL,0.17,NULL,NULL,NULL,NULL,31.7,NULL,0.6,0.5,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.47,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
001-SIDGTK,Tarum Chu,Surface Water,Sikkim,NORTH DISTRICT,CHUNGTHANG,Brahamaputra Basin,Brahmaputra Lower,CWC,01-01-2021 00:00,NULL,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.1,NULL,NULL,NULL,4.9,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31,NULL,0.7,1.9,NULL,NULL,NULL,NULL,NULL,NULL,0.28,0.27,NULL,0.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.9,NULL,NULL,NULL,NULL,NULL,NULL,3.56,NULL,1.09,NULL,NULL,NULL,26,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL
001-SIDGTK,Tarum Chu,Surface Water,Sikkim,NORTH DISTRICT,CHUNGTHANG,Brahamaputra Basin,Brahmaputra Lower,CWC,01-11-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.1,NULL,NULL,NULL,3.4,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.2,NULL,NULL,40,NULL,0.15,NULL,NULL,NULL,NULL,29.3,NULL,0.5,0,NULL,NULL,NULL,NULL,NULL,NULL,0.38,0.38,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.6,NULL,NULL,NULL,NULL,NULL,NULL,11.64,NULL,3.51,NULL,NULL,NULL,21,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
001-SIDGTK,Tarum Chu,Surface Water,Sikkim,NORTH DISTRICT,CHUNGTHANG,Brahamaputra Basin,Brahmaputra Lower,CWC,30-11-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.8,NULL,NULL,NULL,3,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.5,NULL,NULL,80,NULL,0.15,NULL,NULL,NULL,NULL,47.6,NULL,0.8,1,NULL,NULL,NULL,NULL,NULL,NULL,0.14,0.14,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,7.09,NULL,6.69,NULL,NULL,NULL,41,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
001-SIDGTK,Tarum Chu,Surface Water,Sikkim,NORTH DISTRICT,CHUNGTHANG,Brahamaputra Basin,Brahmaputra Lower,CWC,01-03-2020 00:00,NULL,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.2,NULL,NULL,NULL,3.7,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.5,NULL,0.9,2.4,NULL,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001-SIDGTK,Tarum Chu,Surface Water,Sikkim,NORTH DISTRICT,CHUNGTHANG,Brahamaputra Basin,Brahmaputra Lower,CWC,01-02-2020 00:00,NULL,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.2,NULL,NULL,NULL,4.6,NULL,0,NULL,15.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.5,NULL,0.9,1,NULL,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
001-SIDGTK,Tarum Chu,Surface Water,Sikkim,NORTH DISTRICT,CHUNGTHANG,Brahamaputra Basin,Brahmaputra Lower,CWC,28-11-2019 00:00,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.4,NULL,NULL,NULL,4.1,NULL,0,NULL,8.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.1,NULL,0.7,1.9,NULL,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
