station_code,station_name,station_type,state_name,district_name,block_name,basin_name,sub_basin_name,agency_name,date_collection,_24d,_401,SILVER(mg/L),ALUMINIUM,ALDRIN,"ALKALINITY,PHENOLPHTHALEIN(mg/L)",TOTAL ALKALINITY,ARSENIC(mg/l),BORON(mg/L),BARIUM,GAMMA-BHC(BENZENE HEXACHLORIDE),BIOCHEMICAL OXYGEN DEMAND(mg/L),CALCIUM(mg/L),CARBON(14),CADMIUM,CHLOROPHY11-a,CHLORIDE,CYANIDE,CARBONATE(mg/L),FECAL STREPTOCOCCI(MPN/100ml),CHEMICAL OXYGEN DEMAND,COLOUR,CHROMIUM(mg/L),COPPER,DDT,DIELDRIN,DISSOLVED OXYGEN(mg/L),DISSOLVED OXYGEN(mg/L),ALKALINITY(TOTAL),DISSOLVED OXYGEN SATURATION(%),ELECTRICAL CINDUCTIVITY FIELD,ELECTRICAL CONDUCTIVITY(µS/CM) at 25°,ENDOSULPHAN,FLUORIDE,FECAL COLIFORMS(mpn/100ml),IRON(mg/L),CALCIUM HARDNESS(mg/L),TOTAL HARDNESS(mg/L),BICARBONATE(mg/L),MERCURY(mg/L),POTASSIUM(mg/L),MAGNESIUM(mg/L),MANGANESE(mg/L),SODIUM,PERCENT SODIUM,AMMONIA-N(mg/L),NICKEL(mg/L),"NITROGEN,NITRITE","NITROGEN, TOTAL OXIDISED(NO2+NO3)",no3_n,ODOUR,o_po4_p,"NITROGEN,ORGANIC",OXYGEN(18),FLUORANTHENE,LEAD(mg/L),PCB-1242,PH,TOTAL PHENOLS,PH_FIELD,PH,PHOSPHORUS(TOTAL),RADON,RESIDUAL SODIUM CARBONATE,SODIUM ABSORPTION RATIO,SELENIUM(mg/L),SECCHI DEPTH,SILICATE(sio2)(mg/L),SILICATE(sio3),SULPHATE(mg/L),"SOLIDS,SUSPENDED",STRONTIUM,TOTAL COLIFORNS(MPN/100ml),TOTAL DISSOLVED SOLIDS(mg/L),TEMPERATURE,TEST,TOTAL ORGANIC CARBON,TRITIUM,SOLIDS(TOTAL),TURBIDITY(NTU),URANIUM,ZINC(mg/L),"NITROGEN,NITRITE",CALCIUM CARBONATE,MAGNESIUM CARBONATE,BIOCHEMICAL OXYGEN DEAMND,MAGNESIUM HARDNESS
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,02-09-2019 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,26.11,NULL,NULL,NULL,20.17,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.67,NULL,NULL,NULL,240,246,NULL,NULL,NULL,NULL,NULL,NULL,95.99,NULL,1.8,7.83,NULL,8.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.1,7.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.5,NULL,NULL,NULL,NULL,25.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-08-2019 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6,33.26,NULL,NULL,NULL,19.24,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.86,NULL,NULL,NULL,370,392,NULL,NULL,NULL,NULL,NULL,NULL,149.37,NULL,2.5,4.75,NULL,9.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.1,7.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.67,NULL,NULL,NULL,NULL,25.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-07-2019 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.63,28.22,NULL,NULL,NULL,27.7,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.33,NULL,NULL,NULL,590,694,NULL,NULL,NULL,NULL,NULL,NULL,91.83,NULL,1.3,5.64,NULL,12.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.15,7.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.66,NULL,NULL,NULL,NULL,25.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,02-11-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42,26.11,NULL,NULL,NULL,29.17,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.46,NULL,NULL,NULL,245,253,NULL,NULL,NULL,NULL,NULL,NULL,164.8,NULL,1.5,11.06,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.35,7.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.84,NULL,NULL,NULL,110.2,28.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,02-10-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4,32.9,NULL,NULL,NULL,20.6,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.94,NULL,NULL,NULL,129,139,NULL,NULL,NULL,NULL,NULL,NULL,101,NULL,5.8,3.76,NULL,18.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.5,7.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.67,NULL,NULL,NULL,59.09,29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-09-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.04,NULL,NULL,NULL,19.12,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.18,NULL,NULL,NULL,196,202,NULL,NULL,NULL,NULL,NULL,NULL,158.7,NULL,1.4,2.79,NULL,6.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.5,7.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.81,NULL,NULL,NULL,109.5,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,03-08-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.33,35.9,NULL,NULL,NULL,25.83,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.51,NULL,NULL,NULL,251,275,NULL,NULL,NULL,NULL,NULL,NULL,152.55,NULL,2.4,3.92,NULL,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.5,7.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.1,NULL,NULL,NULL,124.2,27.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,02-07-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.5,17.25,NULL,NULL,NULL,16.08,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.48,NULL,NULL,NULL,145,159,NULL,NULL,NULL,NULL,NULL,NULL,128.14,NULL,2.5,3.76,NULL,10.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.15,7.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.15,NULL,NULL,NULL,81.1,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,02-03-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8,23.5,NULL,NULL,NULL,32.7,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,65.6,27.9,335,NULL,NULL,NULL,NULL,59,86.2,109.7,NULL,2.5,6.6,NULL,26.9,39.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.8,8.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.6,NULL,NULL,NULL,NULL,22.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-02-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.6,34.1,NULL,NULL,NULL,35.1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.2,NULL,NULL,57.6,24,277,NULL,NULL,NULL,NULL,85.4,108.6,142.8,NULL,2.4,5.6,NULL,14.9,22.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.4,7.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-01-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.5,32.9,NULL,NULL,NULL,45.1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.6,NULL,NULL,42.6,364,336,NULL,NULL,NULL,NULL,82.3,103.9,82.3,NULL,2.6,5.2,NULL,16.7,25.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.4,7.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.5,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,02-12-2019 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.5,37.6,NULL,NULL,NULL,24.5,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,58,365,370,NULL,NULL,NULL,NULL,94.1,105.8,144.2,NULL,9.2,2.8,NULL,49.4,47.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.6,7.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20.4,NULL,NULL,NULL,NULL,29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-11-2019 00:00,NULL,NULL,NULL,NULL,NULL,0,71.754,NULL,NULL,NULL,NULL,0.8,31.36,NULL,NULL,NULL,22.07,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.91,414,415,NULL,0.61,NULL,NULL,349.417,139.767,87.54,NULL,2.6,3.64,NULL,10.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.4,7.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12.8,NULL,NULL,NULL,NULL,27.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,03-10-2017 00:00,NULL,NULL,NULL,NULL,NULL,0,92.393,NULL,0.01,NULL,NULL,0.4,32.68,NULL,NULL,NULL,10.38,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.76,226,229,NULL,0.05,NULL,NULL,409.918,163.967,112.72,NULL,2.6,11.12,NULL,5.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.6,7.65,0.001,NULL,NULL,NULL,NULL,NULL,8.2,NULL,9.24,NULL,NULL,NULL,NULL,24.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-09-2017 00:00,NULL,NULL,NULL,NULL,NULL,0,69.295,NULL,0.02,NULL,NULL,0.6,59.32,NULL,NULL,NULL,7.54,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.16,230,238,NULL,0.05,NULL,NULL,788.042,315.217,84.54,NULL,2.2,27.22,NULL,5.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.5,7.55,0.001,NULL,NULL,NULL,NULL,NULL,9.3,NULL,5.8,NULL,NULL,NULL,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-08-2017 00:00,NULL,NULL,NULL,NULL,NULL,0,50.82,NULL,0.02,NULL,NULL,0.59,57.72,NULL,NULL,NULL,16.97,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.35,178,178,NULL,0.05,NULL,NULL,765.25,306.1,62,NULL,1.9,26.24,NULL,4.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.45,7.45,0.001,NULL,NULL,NULL,NULL,NULL,7.6,NULL,22.72,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,02-01-2017 00:00,NULL,NULL,NULL,NULL,NULL,0,97.016,NULL,0.01,NULL,NULL,2.19,48.07,NULL,NULL,NULL,11.32,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.97,315,315,NULL,0.05,NULL,NULL,622.23,248.892,118.36,NULL,21.9,19.44,NULL,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.64,7.64,0.01,NULL,NULL,NULL,NULL,NULL,6,NULL,25.52,NULL,NULL,NULL,NULL,18.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-01-2017 00:00,NULL,NULL,NULL,NULL,NULL,0,97.836,NULL,0.01,NULL,NULL,2.19,48.07,NULL,NULL,NULL,11.32,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.97,315,314,NULL,0.05,NULL,NULL,622.23,248.892,119.36,NULL,21.9,19.44,NULL,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.64,7.64,0.001,NULL,NULL,NULL,NULL,NULL,6,NULL,25.52,NULL,NULL,NULL,NULL,18.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-02-2017 00:00,NULL,NULL,NULL,NULL,NULL,0,87.77,NULL,0.02,NULL,NULL,0.6,68.94,NULL,NULL,NULL,13.2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.55,406,404,NULL,0.05,NULL,NULL,882.125,352.85,107.08,NULL,15.9,26.24,NULL,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.6,7.6,0.001,NULL,NULL,NULL,NULL,NULL,8,NULL,25.96,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-03-2017 00:00,NULL,NULL,NULL,NULL,NULL,0,97.016,NULL,0.03,NULL,NULL,59,64.13,NULL,NULL,NULL,22.63,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.19,314,314,NULL,0.05,NULL,NULL,825.957,330.383,118.36,NULL,16.2,25.27,NULL,46.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.29,7.97,0.001,NULL,NULL,NULL,NULL,NULL,6,NULL,23.8,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-04-2017 00:00,NULL,NULL,NULL,NULL,NULL,0,101.639,NULL,0.01,NULL,NULL,59,57.72,NULL,NULL,NULL,20.75,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.79,305,305,NULL,0.05,NULL,NULL,728.812,291.525,124,NULL,16,20.41,NULL,91.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.35,7.35,0.001,NULL,NULL,NULL,NULL,NULL,7.5,NULL,20.04,NULL,NULL,NULL,NULL,28.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-07-2017 00:00,NULL,NULL,NULL,NULL,NULL,0,92.393,NULL,0.01,NULL,NULL,0.39,62.53,NULL,NULL,NULL,22.63,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.76,337,337,NULL,0.05,NULL,NULL,815.355,326.142,112.72,NULL,2.8,26.24,NULL,15.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.55,7.55,0.001,NULL,NULL,NULL,NULL,NULL,8.5,NULL,23.08,NULL,NULL,NULL,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-05-2017 00:00,NULL,NULL,NULL,NULL,NULL,0,41.557,NULL,0.01,NULL,NULL,0.6,51.3,NULL,NULL,NULL,20.75,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.18,285,285,NULL,0.05,NULL,NULL,668,267.2,25.3,NULL,17.1,21.38,NULL,92.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.7,7.7,0.001,NULL,NULL,NULL,NULL,NULL,11,NULL,13.08,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-06-2017 00:00,NULL,NULL,NULL,NULL,NULL,0,92.393,NULL,0.01,NULL,NULL,1.19,65.73,NULL,NULL,NULL,54.69,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.79,365,365,NULL,0.05,NULL,NULL,842.625,337.05,56.4,NULL,5,25.27,NULL,19.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.27,7.27,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-09-2016 00:00,NULL,NULL,NULL,NULL,NULL,0,92.623,NULL,0.01,NULL,NULL,2.39,64,NULL,NULL,NULL,34,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.39,196,198,NULL,0.05,11,NULL,794.167,317.667,56.5,NULL,7.4,20.4,NULL,34.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.55,7.65,0.01,NULL,NULL,NULL,NULL,NULL,7,NULL,31.4,NULL,NULL,34,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-08-2016 00:00,NULL,NULL,NULL,NULL,NULL,0,100.82,NULL,0.01,NULL,NULL,0.8,77,NULL,NULL,NULL,32.1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.97,220,224,NULL,0.05,15,NULL,965.833,386.333,61.5,NULL,7.3,26.2,NULL,34.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.14,7.21,0.01,NULL,NULL,NULL,NULL,NULL,7,NULL,31.6,NULL,NULL,36,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-07-2016 00:00,NULL,NULL,NULL,NULL,NULL,0,96.721,NULL,0.01,NULL,NULL,1.19,75,NULL,NULL,NULL,20.8,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.14,309,311,NULL,0.05,11,NULL,939.375,375.75,59,NULL,11.7,25.3,NULL,45.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.39,7.45,0.01,NULL,NULL,NULL,NULL,NULL,6,NULL,31.6,NULL,NULL,15,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-06-2016 00:00,NULL,NULL,NULL,NULL,NULL,0,157.377,NULL,0.01,NULL,NULL,0.4,75,NULL,NULL,NULL,30.2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.79,498,502,NULL,0.05,NULL,NULL,933.125,373.25,96,NULL,0.2,24.3,NULL,25.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,7.03,0.01,NULL,NULL,NULL,NULL,NULL,6,NULL,42.6,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-05-2014 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001,NULL,NULL,1.4,42.6,NULL,NULL,NULL,62.3,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.99,NULL,NULL,26.3262,270,270,NULL,0.05,NULL,0.1488,NULL,158.167,224.2,NULL,3.9,12.4,NULL,24.3,24.5637,NULL,NULL,NULL,1.09251,1.06491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.27,7.27,0.008,NULL,0.528601,0.842722,NULL,106.5,12.6,NULL,82.6,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0276,NULL,NULL,NULL,NULL
008-ERDBWN,Jamshedpur,Surface Water,Jharkhand,PURBI SINGHBHUM,CHAKULIA,Subernarekha Basin,Subernarekha,CWC,01-04-2014 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001,NULL,NULL,1.59,36.2,NULL,NULL,NULL,36.2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.38,NULL,NULL,43.2214,240,240,NULL,0.05,NULL,0.1488,NULL,115.083,162.6,NULL,1.8,5.9,NULL,22.6,29.5996,NULL,NULL,NULL,0.896344,0.868744,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.17,7.17,0.006,NULL,0.37316,0.918279,NULL,90.5,12.6,NULL,96.2,NULL,NULL,NULL,NULL,28.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0276,NULL,NULL,NULL,NULL
