station_code,station_name,station_type,state_name,district_name,block_name,basin_name,sub_basin_name,agency_name,date_collection,_24d,_401,SILVER(mg/L),ALUMINIUM,ALDRIN,"ALKALINITY,PHENOLPHTHALEIN(mg/L)",TOTAL ALKALINITY,ARSENIC(mg/l),BORON(mg/L),BARIUM,GAMMA-BHC(BENZENE HEXACHLORIDE),BIOCHEMICAL OXYGEN DEMAND(mg/L),CALCIUM(mg/L),CARBON(14),CADMIUM,CHLOROPHY11-a,CHLORIDE,CYANIDE,CARBONATE(mg/L),FECAL STREPTOCOCCI(MPN/100ml),CHEMICAL OXYGEN DEMAND,COLOUR,CHROMIUM(mg/L),COPPER,DDT,DIELDRIN,DISSOLVED OXYGEN(mg/L),DISSOLVED OXYGEN(mg/L),ALKALINITY(TOTAL),DISSOLVED OXYGEN SATURATION(%),ELECTRICAL CINDUCTIVITY FIELD,ELECTRICAL CONDUCTIVITY(µS/CM) at 25°,ENDOSULPHAN,FLUORIDE,FECAL COLIFORMS(mpn/100ml),IRON(mg/L),CALCIUM HARDNESS(mg/L),TOTAL HARDNESS(mg/L),BICARBONATE(mg/L),MERCURY(mg/L),POTASSIUM(mg/L),MAGNESIUM(mg/L),MANGANESE(mg/L),SODIUM,PERCENT SODIUM,AMMONIA-N(mg/L),NICKEL(mg/L),"NITROGEN,NITRITE","NITROGEN, TOTAL OXIDISED(NO2+NO3)",no3_n,ODOUR,o_po4_p,"NITROGEN,ORGANIC",OXYGEN(18),FLUORANTHENE,LEAD(mg/L),PCB-1242,PH,TOTAL PHENOLS,PH_FIELD,PH,PHOSPHORUS(TOTAL),RADON,RESIDUAL SODIUM CARBONATE,SODIUM ABSORPTION RATIO,SELENIUM(mg/L),SECCHI DEPTH,SILICATE(sio2)(mg/L),SILICATE(sio3),SULPHATE(mg/L),"SOLIDS,SUSPENDED",STRONTIUM,TOTAL COLIFORNS(MPN/100ml),TOTAL DISSOLVED SOLIDS(mg/L),TEMPERATURE,TEST,TOTAL ORGANIC CARBON,TRITIUM,SOLIDS(TOTAL),TURBIDITY(NTU),URANIUM,ZINC(mg/L),"NITROGEN,NITRITE",CALCIUM CARBONATE,MAGNESIUM CARBONATE,BIOCHEMICAL OXYGEN DEAMND,MAGNESIUM HARDNESS
"006-DDASL	",Hendegir,Surface Water,Jharkhand,RANCHI,KARRA,Ganga Basin,Damodar,CWC,01-11-2004 00:00,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,22.4,NULL,NULL,NULL,12.42,NULL,10.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,NULL,2.34,10.5,NULL,14.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"006-DDASL	",Hendegir,Surface Water,Jharkhand,RANCHI,KARRA,Ganga Basin,Damodar,CWC,01-12-2004 00:00,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,12.42,NULL,11.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.3,NULL,2.73,14.64,NULL,17.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"006-DDASL	",Hendegir,Surface Water,Jharkhand,RANCHI,KARRA,Ganga Basin,Damodar,CWC,01-03-2005 00:00,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,12.42,NULL,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32.7,NULL,2.74,16.84,NULL,15.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"006-DDASL	",Hendegir,Surface Water,Jharkhand,RANCHI,KARRA,Ganga Basin,Damodar,CWC,01-04-2005 00:00,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,16.68,NULL,4.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.2,NULL,2.74,7.32,NULL,11.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"006-DDASL	",Hendegir,Surface Water,Jharkhand,RANCHI,KARRA,Ganga Basin,Damodar,CWC,02-05-2005 00:00,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,27.6,NULL,NULL,NULL,12.42,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,NULL,4.3,9.4,NULL,25.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-10-1992 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.59,20.8,NULL,NULL,NULL,5.822,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.92,NULL,NULL,88.4119,198,210,NULL,0,NULL,0.0372,NULL,84.4,118.035,NULL,1.564,7.776,NULL,10.81,21.4893,NULL,NULL,NULL,0.364312,0.364312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.05,7.69,0.001,NULL,0.25685,0.513361,NULL,52,10.26,NULL,2.016,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-02-2002 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.92,22.4,NULL,NULL,NULL,29.7135,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.21,NULL,NULL,83.1814,250,250,NULL,0.114,NULL,0.1488,NULL,72.2,91.744,NULL,3.4408,5.832,NULL,20.01,34.0504,NULL,NULL,NULL,0.854732,0.854732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.8,7.8,0.062,NULL,0,0.973798,NULL,56,14.61,NULL,2.784,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-03-2002 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1.42,22.4,NULL,NULL,NULL,26.625,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.12,NULL,NULL,79.8654,280,280,NULL,0.095,NULL,0.1674,NULL,92.45,117.486,NULL,2.8543,8.748,NULL,18.216,29.3129,NULL,NULL,NULL,1.14898,1.14898,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.8,7.8,0.052,NULL,0.0880195,0.826594,NULL,56,15.78,NULL,2.976,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-04-2002 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1.22,35.2,NULL,NULL,NULL,34.79,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.07,NULL,NULL,46.5515,450,450,NULL,0.133,NULL,0.2976,NULL,164.95,195.749,NULL,3.9491,18.468,NULL,23.207,23.011,NULL,NULL,NULL,1.19102,1.19102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,8,0.103,NULL,0,0.788685,NULL,88,19.14,NULL,4.512,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-05-2002 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1.23,35.2,NULL,NULL,NULL,29.7135,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.26,NULL,NULL,41.6507,370,370,NULL,0.095,NULL,0.186,NULL,128.5,155.428,NULL,3.91,9.72,NULL,22.402,26.837,NULL,NULL,NULL,1.21904,1.21904,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.2,8.2,0.072,NULL,0,0.861874,NULL,88,17.37,NULL,3.216,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-06-1998 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.75,20.8,NULL,NULL,NULL,15.4425,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.78,NULL,NULL,77.8582,200,200,NULL,0.494,NULL,0.2604,NULL,68.2,93.086,NULL,2.3851,3.888,NULL,12.397,27.5374,NULL,NULL,NULL,0.154132,0.154132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.1,8.1,0.001,NULL,0.167838,0.654414,NULL,52,16.56,NULL,1.584,NULL,NULL,NULL,NULL,31.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-07-1998 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.75,12.8,NULL,NULL,NULL,7.597,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.34,NULL,NULL,78.1462,141,141,NULL,0,NULL,0.279,NULL,56.3,57.34,NULL,1.7595,5.832,NULL,5.704,17.574,NULL,NULL,NULL,2.74635,2.74635,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.1,8.1,0.001,NULL,0,0.331745,NULL,32,8.49,NULL,3.216,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-08-1998 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.55,19.2,NULL,NULL,NULL,15.4425,NULL,5.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.52,NULL,NULL,80.3648,180,180,NULL,0.114,NULL,0.2046,NULL,60.15,72.041,NULL,1.4076,2.916,NULL,11.615,29.0466,NULL,NULL,NULL,0.896768,0.896768,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.35,8.4,0.001,NULL,0.178715,0.65275,NULL,48,12.03,NULL,7.2,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-09-1998 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1.3,17.6,NULL,NULL,NULL,13.3125,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.15,NULL,NULL,79.9636,154,154,NULL,0,NULL,0.0744,NULL,60.2,57.34,NULL,1.1339,3.888,NULL,7.705,21.4507,NULL,NULL,NULL,0.84072,0.84072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.8,7.8,0.001,NULL,0,0.432988,NULL,44,6.72,NULL,6.768,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,04-10-1998 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.56,20.8,NULL,NULL,NULL,15.4425,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.46,NULL,NULL,95.394,200,200,NULL,0,NULL,0.186,NULL,76.3,101.687,NULL,1.7204,5.832,NULL,10.396,22.4514,NULL,NULL,NULL,1.06491,1.06491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.14,8.1,0.001,NULL,0.148852,0.519063,NULL,52,11.04,NULL,3.216,NULL,NULL,NULL,NULL,28.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,02-11-1998 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.75,24,NULL,NULL,NULL,17.963,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.27,NULL,NULL,87.9826,250,250,NULL,0,NULL,0.093,NULL,92.4,117.059,NULL,2.3851,7.776,NULL,12.397,22.1196,NULL,NULL,NULL,0.3503,0.3503,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.17,8.2,0.001,NULL,0.0811557,0.562564,NULL,60,12.03,NULL,2.016,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-12-1998 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.75,27.2,NULL,NULL,NULL,21.4065,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.12,NULL,NULL,84.0145,260,260,NULL,0,NULL,0.093,NULL,92.3,117.059,NULL,2.1896,5.832,NULL,14.766,25.3306,NULL,NULL,NULL,0.854732,0.854732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.2,8.2,0.001,NULL,0.0814262,0.670116,NULL,68,16.2,NULL,1.584,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-01-1999 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.75,27.2,NULL,NULL,NULL,17.963,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.74,NULL,NULL,76.7553,250,250,NULL,0,NULL,0.093,NULL,92.3,120.597,NULL,1.4858,5.832,NULL,11.615,21.223,NULL,NULL,NULL,0.322276,0.322276,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.23,8.23,0.001,NULL,0.139419,0.527116,NULL,68,14.79,NULL,1.2,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-02-1999 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1.45,28.8,NULL,NULL,NULL,17.111,NULL,2.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.08,NULL,NULL,91.9959,270,270,NULL,0,NULL,0.093,NULL,106.425,123.769,NULL,2.3851,8.262,NULL,13.547,21.293,NULL,NULL,NULL,0.896768,0.896768,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.5,8.5,0.001,NULL,0.00960463,0.572729,NULL,72,15.39,NULL,3.216,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-03-1999 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,3.99,35.2,NULL,NULL,NULL,29.181,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.26,NULL,NULL,81.4358,330,330,NULL,0,NULL,0.093,NULL,122.425,143.289,NULL,2.5415,8.262,NULL,18.216,24.0553,NULL,NULL,NULL,1.21904,1.21904,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.1,8.1,0.001,NULL,0,0.717873,NULL,88,27.9,NULL,5.184,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-04-1999 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,3.27,57.6,NULL,NULL,NULL,38.908,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.63,NULL,NULL,69.3948,520,520,NULL,0,NULL,0.1674,NULL,176.4,165.127,NULL,7.6245,7.776,NULL,30.406,26.2835,NULL,NULL,NULL,9.5702,9.5702,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.75,7.8,0.093,NULL,0,0.99773,NULL,144,20.7,NULL,30.768,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-05-1999 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,54,118.4,NULL,NULL,NULL,98.9385,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.27,NULL,NULL,17.4086,1021,1021,NULL,0,NULL,0.093,NULL,393.2,336.232,NULL,4.2619,23.328,NULL,52.831,22.4517,NULL,NULL,NULL,9.5702,9.5702,NULL,0.15501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.61,7.61,0.155,NULL,0,1.16154,NULL,296,17.37,NULL,57.504,NULL,NULL,NULL,NULL,32.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-07-1995 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.75,16,NULL,NULL,NULL,9.585,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.04,NULL,NULL,81.2921,141,141,NULL,0.456,NULL,0.186,NULL,48.1,51.606,NULL,2.4633,1.944,NULL,8.096,25.6373,NULL,NULL,NULL,1.87761,1.87761,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.09,8.1,0.041,NULL,0,0.508704,NULL,40,7.5,NULL,7.008,NULL,NULL,NULL,NULL,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-08-1995 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.57,22.4,NULL,NULL,NULL,15.336,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.8,NULL,NULL,91.5209,191,191,NULL,0.247,NULL,0.186,NULL,68.15,72.712,NULL,1.4858,2.916,NULL,9.66,23.1378,NULL,NULL,NULL,0.896768,0.896768,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.83,7.8,0.083,NULL,0,0.509958,NULL,56,9.66,NULL,7.488,NULL,NULL,NULL,NULL,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-09-1995 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.94,24,NULL,NULL,NULL,17.253,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.61,NULL,NULL,87.4454,210,210,NULL,0.133,NULL,0.2046,NULL,80.25,82.533,NULL,1.2512,4.86,NULL,10.81,22.3925,NULL,NULL,NULL,0.7144,0.7006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.84,7.8,0.001,NULL,0,0.526097,NULL,60,15,NULL,8.976,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0138,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,04-10-1995 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.95,24,NULL,NULL,NULL,19.241,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.99,NULL,NULL,90.9635,220,220,NULL,0.076,NULL,0.2604,NULL,88.35,85.583,NULL,1.0948,6.804,NULL,8.901,17.8192,NULL,NULL,NULL,0.7006,0.7006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.83,7.8,0.04,NULL,0,0.413007,NULL,60,18.15,NULL,3.984,NULL,NULL,NULL,NULL,29.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-11-1995 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.75,27.2,NULL,NULL,NULL,9.656,NULL,12.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.55,NULL,NULL,93.1438,260,260,NULL,0,NULL,0.0744,NULL,100.4,110.959,NULL,1.4858,7.776,NULL,14.766,23.9876,NULL,NULL,NULL,0.95112,0.84072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.46,8.5,0.04,NULL,0.237472,0.642721,NULL,68,15.18,NULL,2.976,NULL,NULL,NULL,NULL,26.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1104,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-12-1995 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.57,24,NULL,NULL,NULL,11.573,NULL,15.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.69,NULL,NULL,97.4762,255,255,NULL,0,NULL,0.0744,NULL,96.45,92.049,NULL,1.7204,8.748,NULL,13.961,23.6398,NULL,NULL,NULL,1.03689,1.03689,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.66,8.7,0.001,NULL,0.111226,0.620183,NULL,60,13.41,NULL,3.984,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
006-ERDBWN,Adityapur,Surface Water,Jharkhand,PASHCHIMI SINGHBHUM,ADITYAPUR(GAMHARIA),Subernarekha Basin,Subernarekha,CWC,01-01-1996 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0.75,24,NULL,NULL,NULL,11.573,NULL,18.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.46,NULL,NULL,89.3631,265,265,NULL,0,NULL,0.0744,NULL,100.5,98.393,NULL,1.564,9.72,NULL,15.617,25.0031,NULL,NULL,NULL,0.728624,0.728624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.51,8.5,0.03,NULL,0.238229,0.679716,NULL,60,17.94,NULL,3.504,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
