station_code,station_name,station_type,state_name,district_name,block_name,basin_name,sub_basin_name,agency_name,date_collection,_24d,_401,SILVER(mg/L),ALUMINIUM,ALDRIN,"ALKALINITY,PHENOLPHTHALEIN(mg/L)",TOTAL ALKALINITY,ARSENIC(mg/l),BORON(mg/L),BARIUM,GAMMA-BHC(BENZENE HEXACHLORIDE),BIOCHEMICAL OXYGEN DEMAND(mg/L),CALCIUM(mg/L),CARBON(14),CADMIUM,CHLOROPHY11-a,CHLORIDE,CYANIDE,CARBONATE(mg/L),FECAL STREPTOCOCCI(MPN/100ml),CHEMICAL OXYGEN DEMAND,COLOUR,CHROMIUM(mg/L),COPPER,DDT,DIELDRIN,DISSOLVED OXYGEN(mg/L),DISSOLVED OXYGEN(mg/L),ALKALINITY(TOTAL),DISSOLVED OXYGEN SATURATION(%),ELECTRICAL CINDUCTIVITY FIELD,ELECTRICAL CONDUCTIVITY(µS/CM) at 25°,ENDOSULPHAN,FLUORIDE,FECAL COLIFORMS(mpn/100ml),IRON(mg/L),CALCIUM HARDNESS(mg/L),TOTAL HARDNESS(mg/L),BICARBONATE(mg/L),MERCURY(mg/L),POTASSIUM(mg/L),MAGNESIUM(mg/L),MANGANESE(mg/L),SODIUM,PERCENT SODIUM,AMMONIA-N(mg/L),NICKEL(mg/L),"NITROGEN,NITRITE","NITROGEN, TOTAL OXIDISED(NO2+NO3)",no3_n,ODOUR,o_po4_p,"NITROGEN,ORGANIC",OXYGEN(18),FLUORANTHENE,LEAD(mg/L),PCB-1242,PH,TOTAL PHENOLS,PH_FIELD,PH,PHOSPHORUS(TOTAL),RADON,RESIDUAL SODIUM CARBONATE,SODIUM ABSORPTION RATIO,SELENIUM(mg/L),SECCHI DEPTH,SILICATE(sio2)(mg/L),SILICATE(sio3),SULPHATE(mg/L),"SOLIDS,SUSPENDED",STRONTIUM,TOTAL COLIFORNS(MPN/100ml),TOTAL DISSOLVED SOLIDS(mg/L),TEMPERATURE,TEST,TOTAL ORGANIC CARBON,TRITIUM,SOLIDS(TOTAL),TURBIDITY(NTU),URANIUM,ZINC(mg/L),"NITROGEN,NITRITE",CALCIUM CARBONATE,MAGNESIUM CARBONATE,BIOCHEMICAL OXYGEN DEAMND,MAGNESIUM HARDNESS
013-MBDGHY,Chotabekra,Surface Water,Manipur,IMPHAL EAST,"Jiribam Sub-Division	",Barak and Others Basin,Barak,CWC,01-10-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,38.2,NULL,NULL,NULL,NULL,0.2,6.56,NULL,NULL,NULL,4.04,NULL,0.09,NULL,9.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77.4,NULL,NULL,NULL,0.15,16.39,39.19,38,NULL,3.42,5.54,NULL,1.76,8.02,NULL,NULL,NULL,NULL,NULL,NULL,2.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.39,NULL,NULL,-0.16,0.12,NULL,NULL,NULL,NULL,9.85,NULL,NULL,NULL,50.2,NULL,NULL,NULL,NULL,NULL,158,NULL,NULL,NULL,NULL,NULL,NULL,NULL
013-MBDGHY,Chotabekra,Surface Water,Manipur,IMPHAL EAST,"Jiribam Sub-Division	",Barak and Others Basin,Barak,CWC,02-11-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,47.6,NULL,NULL,NULL,NULL,NULL,8.74,NULL,NULL,NULL,1.84,NULL,0.07,NULL,14.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.4,NULL,NULL,NULL,0.06,21.86,35.96,48,NULL,1.61,3.43,NULL,5.31,23.4,NULL,NULL,NULL,NULL,NULL,NULL,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.22,NULL,NULL,0.06,0.39,NULL,NULL,NULL,NULL,1.38,NULL,NULL,NULL,53.5,23,NULL,NULL,NULL,NULL,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL
013-MBDGHY,Chotabekra,Surface Water,Manipur,IMPHAL EAST,"Jiribam Sub-Division	",Barak and Others Basin,Barak,CWC,01-12-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,51,NULL,NULL,NULL,NULL,NULL,9.31,NULL,NULL,NULL,2.77,NULL,0.29,NULL,8.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111.7,NULL,0.09,NULL,0.29,23.28,56.56,51,NULL,1.74,8.09,NULL,6.46,19.17,NULL,NULL,NULL,48.8,48.8,NULL,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.79,NULL,NULL,-0.3,0.37,NULL,NULL,NULL,NULL,5.04,NULL,NULL,NULL,72.6,20,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL
013-MBDGHY,Chotabekra,Surface Water,Manipur,IMPHAL EAST,"Jiribam Sub-Division	",Barak and Others Basin,Barak,CWC,07-04-2021 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.36,NULL,NULL,NULL,2.75,NULL,0.09,NULL,29.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.7,NULL,NULL,138.4,NULL,0.09,NULL,0.37,NULL,NULL,49,NULL,2.4,6.56,NULL,7.96,NULL,NULL,NULL,NULL,60.74,60.74,NULL,1.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.92,NULL,NULL,NULL,90.6,25,NULL,NULL,NULL,NULL,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL
013-MBDGHY,Chotabekra,Surface Water,Manipur,IMPHAL EAST,"Jiribam Sub-Division	",Barak and Others Basin,Barak,CWC,01-02-2021 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.96,NULL,NULL,NULL,3.79,NULL,0.24,NULL,16.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125.8,NULL,0.09,NULL,NULL,24.9,47.67,56,NULL,3.11,5.53,NULL,5.93,19.88,NULL,NULL,NULL,45.1,45.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.66,NULL,NULL,-0.04,0.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81.8,21.4,NULL,NULL,NULL,NULL,15.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL
013-MBDGHY,Chotabekra,Surface Water,Manipur,IMPHAL EAST,"Jiribam Sub-Division	",Barak and Others Basin,Barak,CWC,25-06-2021 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.74,NULL,NULL,NULL,3.73,NULL,0.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,134.2,NULL,0.09,NULL,0.14,NULL,NULL,64,NULL,1.98,5.93,NULL,8.74,NULL,NULL,NULL,NULL,53.77,53.77,NULL,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.41,NULL,NULL,NULL,87.1,23.8,NULL,NULL,NULL,NULL,4.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL
013-MBDGHY,Chotabekra,Surface Water,Manipur,IMPHAL EAST,"Jiribam Sub-Division	",Barak and Others Basin,Barak,CWC,01-09-2021 00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.72,NULL,NULL,NULL,4.47,NULL,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.38,NULL,NULL,NULL,NULL,71.6,NULL,0.09,NULL,0.24,NULL,NULL,34,NULL,1.52,2.66,NULL,4.39,NULL,0.16,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.36,9.94,NULL,NULL,NULL,46.5,29.1,NULL,NULL,NULL,NULL,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL
013-MBDGHY,Chotabekra,Surface Water,Manipur,IMPHAL EAST,"Jiribam Sub-Division	",Barak and Others Basin,Barak,CWC,03-10-2019 00:00,NULL,NULL,NULL,NULL,NULL,0.042,30.411,NULL,NULL,NULL,NULL,NULL,5.67,NULL,NULL,NULL,5.34,NULL,0.05,NULL,5.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75.1,NULL,0.044,NULL,NULL,103.875,41.55,37,NULL,1.5,7.17,NULL,3.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.42,NULL,NULL,NULL,49,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
013-MBDGHY,Chotabekra,Surface Water,Manipur,IMPHAL EAST,"Jiribam Sub-Division	",Barak and Others Basin,Barak,CWC,01-09-2019 00:00,NULL,NULL,NULL,NULL,NULL,0.042,41.067,NULL,NULL,NULL,NULL,NULL,6.67,NULL,NULL,NULL,12.13,NULL,0.05,NULL,10.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.9,NULL,0.05,NULL,NULL,157.855,63.142,50,NULL,0.67,14.14,NULL,4.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3,NULL,NULL,NULL,62,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
013-MBDGHY,Chotabekra,Surface Water,Manipur,IMPHAL EAST,"Jiribam Sub-Division	",Barak and Others Basin,Barak,CWC,01-01-2020 00:00,NULL,NULL,NULL,NULL,NULL,NULL,53.4,NULL,NULL,NULL,NULL,NULL,9.88,NULL,NULL,NULL,10.29,NULL,0.22,NULL,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122.5,NULL,0.02,NULL,0.28,24.69,56.16,53,NULL,0.96,7.65,NULL,5.73,17.74,NULL,NULL,NULL,7.32,7.32,NULL,1.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.65,NULL,NULL,-0.25,0.33,NULL,NULL,NULL,NULL,4.31,NULL,NULL,NULL,79.6,25,NULL,NULL,NULL,NULL,28.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL
